Development Name,Borough,Account Name,Location,Meter AMR,Meter Scope,TDS #,EDP,RC Code,Funding Source,AMP #,Vendor Name,UMIS BILL ID,Revenue Month,Service Start Date,Service End Date,# days,Meter Number,Estimated,Current Charges,Rate Class,Bill Analyzed,Consumption (HCF),Water&Sewer Charges,Other Charges,BBL
OCEAN BAY APARTMENTS (OCEANSIDE),QUEENS,OCEAN BAY APARTMENTS (OCEANSIDE),,NONE,,51,573,Q005100,FEDERAL,NY005010980P,NEW YORK CITY WATER BOARD,6222268,9/1/2017 0:00,8/25/2017,9/23/2017,29,N31677722,Y         ,36.8,Basic Water and Sewer,Yes,1,$36.80 ,$0.00 ,4158900054
OCEAN BAY APARTMENTS (OCEANSIDE),QUEENS,OCEAN BAY APARTMENTS (OCEANSIDE),,NONE,,51,573,Q005100,FEDERAL,NY005010980P,NEW YORK CITY WATER BOARD,6222257,9/1/2017 0:00,8/25/2017,9/23/2017,29,N51387759,Y         ,36.8,Basic Water and Sewer,Yes,1,$36.80 ,$0.00 ,4158900054
UNION AVENUE-EAST 166TH STREET,BRONX,UNION AVENUE-EAST 166TH STREET,BLD 01,AMR,,356,768,B035600,FEDERAL,NY005013420P,NEW YORK CITY WATER BOARD,6222080,9/1/2017 0:00,8/25/2017,9/23/2017,29,K14040263,Y         ,532.87,Basic Water and Sewer,Yes,54,$532.87 ,$0.00 ,2026800013
OCEAN BAY APARTMENTS (OCEANSIDE),QUEENS,OCEAN BAY APARTMENTS (OCEANSIDE),,NONE,,51,573,Q005100,FEDERAL,NY005010980P,NEW YORK CITY WATER BOARD,6221755,9/1/2017 0:00,8/25/2017,9/23/2017,29,R32599613,Y         ,36.8,Basic Water and Sewer,Yes,1,$36.80 ,$0.00 ,4158900064
SAMUEL (MHOP) I,MANHATTAN,SAMUEL (MHOP) I,BLD 43,AMR,,389,847,M038900,MHOP,NY005013170P,NEW YORK CITY WATER BOARD,6220344,9/1/2017 0:00,8/21/2017,9/21/2017,31,B35397973,N         ,2693.94,Basic Water and Sewer,Yes,273,"$2,693.94 ",$0.00 ,1020070056
UNION AVENUE-EAST 166TH STREET,BRONX,UNION AVENUE-EAST 166TH STREET,BLD 01,AMR,,356,768,B035600,FEDERAL,NY005013420P,NEW YORK CITY WATER BOARD,6222080,9/1/2017 0:00,8/25/2017,9/23/2017,29,K15896617,Y         ,3572.18,Basic Water and Sewer,Yes,362,"$3,572.18 ",$0.00 ,2026800013
WEST FARMS ROAD REHAB,BRONX,WEST FARMS ROAD REHAB,BLD 03,AMR,,360,780,B053000,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,6220338,9/1/2017 0:00,8/21/2017,9/21/2017,31,E12221107,N         ,6562.15,Basic Water and Sewer,Yes,665,"$6,562.15 ",$0.00 ,2027510015
OCEAN BAY APARTMENTS (OCEANSIDE),QUEENS,OCEAN BAY APARTMENTS (OCEANSIDE),,NONE,,51,573,Q005100,FEDERAL,NY005010980P,NEW YORK CITY WATER BOARD,6222052,9/1/2017 0:00,8/25/2017,9/23/2017,29,N51387763,Y         ,36.8,Basic Water and Sewer,Yes,1,$36.80 ,$0.00 ,4158900066
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 15,NONE,,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,6228588,9/1/2017 0:00,8/25/2017,9/23/2017,29,N28574008,Y         ,2496.58,Basic Water and Sewer,Yes,253,"$2,496.58 ",$0.00 ,4101460051
MELROSE,BRONX,MELROSE,BLD 09 - Community Center,AMR,Community Center,28,523,B202800,FEDERAL,NY005010280P,NEW YORK CITY WATER BOARD,6228619,9/1/2017 0:00,8/21/2017,9/21/2017,31,N31934550,N         ,266.43,Basic Water and Sewer,Yes,27,$266.43 ,$0.00 ,2024130001
MARLBORO,BROOKLYN,MARLBORO,BLD 29,AMR,BOILER PLANT,83,426,K008300,MIXED FINANCE/LLC1,NY005020830P,NEW YORK CITY WATER BOARD,6228545,9/1/2017 0:00,8/21/2017,9/21/2017,31,E14262604,N         ,4164.25,Basic Water and Sewer,Yes,422,"$4,164.25 ",$0.00 ,3071400016
MARCY AVENUE-GREENE AVENUE SITE B,BROOKLYN,MARCY AVENUE-GREENE AVENUE SITE B,BLD 03,NONE,,358,804,K035800,FEDERAL,NY005013590P,NEW YORK CITY WATER BOARD,6250729,9/1/2017 0:00,7/17/2017,10/14/2017,89,E15220520,N         ,8397.58,Basic Water and Sewer,Yes,851,"$8,397.58 ",$0.00 ,3017980001
MANHATTANVILLE REHAB (GROUP 2),MANHATTAN,MANHATTANVILLE REHAB (GROUP 2),BLD 03,AMR,STORE 01-02,296,557,M029600,FEDERAL,NY005010810P,NEW YORK CITY WATER BOARD,6216417,9/1/2017 0:00,8/21/2017,9/21/2017,31,K16839989,N         ,838.77,Basic Water and Sewer,Yes,85,$838.77 ,$0.00 ,1019880031
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 18,AMR,BLD 18,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,6217088,9/1/2017 0:00,8/21/2017,9/21/2017,31,K16792342,N         ,2013.05,Basic Water and Sewer,Yes,204,"$2,013.05 ",$0.00 ,4101250063
LOWER EAST SIDE REHAB (GROUP 5),MANHATTAN,LOWER EAST SIDE REHAB (GROUP 5),BLD 01,AMR,"BLD 01, STORE 01-03",292,555,M029200,FEDERAL,NY005012920P,NEW YORK CITY WATER BOARD,6228653,9/1/2017 0:00,8/21/2017,9/23/2017,33,G13031843,Y         ,11377.69,Basic Water and Sewer,Yes,1153,"$11,377.69 ",$0.00 ,1003890038
154 WEST 84TH STREET,MANHATTAN,WEST 84TH STREET,BLD 01,NONE,,359,840,M035900,FEDERAL,NY005013590P,NEW YORK CITY WATER BOARD,6228491,9/1/2017 0:00,8/21/2017,9/21/2017,31,E94618885,N         ,3157.73,Basic Water and Sewer,Yes,320,"$3,157.73 ",$0.00 ,1012140055
LOWER EAST SIDE REHAB (GROUP 5),MANHATTAN,LOWER EAST SIDE REHAB (GROUP 5),BLD 02,AMR,"BLD 02, STORE 04-05",292,555,M029200,FEDERAL,NY005012920P,NEW YORK CITY WATER BOARD,6228572,9/1/2017 0:00,8/25/2017,9/23/2017,29,I11009041,Y         ,2999.84,Basic Water and Sewer,Yes,304,"$2,999.84 ",$0.00 ,1003890032
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 24,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,6218817,9/1/2017 0:00,8/21/2017,9/21/2017,31,G13029990,N         ,3059.05,Basic Water and Sewer,Yes,310,"$3,059.05 ",$0.00 ,1020120018
LOWER EAST SIDE II,MANHATTAN,LOWER EAST SIDE II,BLD 03,AMR,BLD 03,337,783,M033700,FEDERAL,NY005012920P,NEW YORK CITY WATER BOARD,6220374,9/1/2017 0:00,8/21/2017,9/21/2017,31,I13012733,N         ,5901,Basic Water and Sewer,Yes,598,"$5,901.00 ",$0.00 ,1003870020
LOWER EAST SIDE II,MANHATTAN,LOWER EAST SIDE II,BLD 05,AMR,BLD 05,337,783,M033700,FEDERAL,NY005012920P,NEW YORK CITY WATER BOARD,6221907,9/1/2017 0:00,8/21/2017,9/21/2017,31,K16795588,N         ,4065.57,Basic Water and Sewer,Yes,412,"$4,065.57 ",$0.00 ,1003750001
LOWER EAST SIDE II,MANHATTAN,LOWER EAST SIDE II,BLD 04,AMR,BLD 04,337,783,M033700,FEDERAL,NY005012920P,NEW YORK CITY WATER BOARD,6221907,9/1/2017 0:00,8/21/2017,9/21/2017,31,A06002042,N         ,6828.59,Basic Water and Sewer,Yes,692,"$6,828.59 ",$0.00 ,1003750001
UNION AVENUE-EAST 166TH STREET,BRONX,UNION AVENUE-EAST 166TH STREET,BLD 03,AMR,,356,768,B035600,FEDERAL,NY005013420P,NEW YORK CITY WATER BOARD,6216425,9/1/2017 0:00,8/21/2017,9/21/2017,31,E15875741,N         ,4282.67,Basic Water and Sewer,Yes,434,"$4,282.67 ",$0.00 ,2026800001
INTERNATIONAL TOWER,QUEENS,INTERNATIONAL TOWER,BLD 01,AMR,BLD 01,316,296,Q031600,FEDERAL,NY005010910P,NEW YORK CITY WATER BOARD,6221929,9/1/2017 0:00,8/21/2017,9/21/2017,31,E13090623,N         ,10499.45,Basic Water and Sewer,Yes,1064,"$10,499.45 ",$0.00 ,4098020041
INGERSOLL,BROOKLYN,INGERSOLL,BLD 35,NONE,,14,510,K001400,,NY005000140P,NEW YORK CITY WATER BOARD,6228646,9/1/2017 0:00,8/25/2017,9/23/2017,29,D60034850,Y         ,36.8,Basic Water and Sewer,Yes,1,$36.80 ,$0.00 ,3020500001
WASHINGTON HEIGHTS REHAB PHASE IV (C),MANHATTAN,WASHINGTON HEIGHTS REHAB PHASE IV (C),BLD 02,AMR,,330,788,M033000,FEDERAL,NY005013090P,NEW YORK CITY WATER BOARD,6220402,9/1/2017 0:00,8/21/2017,9/21/2017,31,I13011093,N         ,2989.97,Basic Water and Sewer,Yes,303,"$2,989.97 ",$0.00 ,1021320084
HUNTS POINT AVENUE REHAB,BRONX,HUNTS POINT AVENUE REHAB,BLD 10,AMR,,367,806,B036700,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,6393345,9/1/2017 0:00,9/19/2017,9/28/2017,9,V84016782,N         ,256.57,Basic Water and Sewer,Yes,26,$256.57 ,$0.00 ,2027400013
HUNTS POINT AVENUE REHAB,BRONX,HUNTS POINT AVENUE REHAB,BLD 10,AMR,,367,806,B036700,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,6228616,9/1/2017 0:00,8/21/2017,9/19/2017,29,V84016782,N         ,651.28,Basic Water and Sewer,Yes,66,$651.28 ,$0.00 ,2027400013
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 23,AMR,BLD 23,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,6216844,9/1/2017 0:00,8/21/2017,9/21/2017,31,O77670569,N         ,6818.72,Basic Water and Sewer,Yes,691,"$6,818.72 ",$0.00 ,4121480100
HUNTS POINT AVENUE REHAB,BRONX,HUNTS POINT AVENUE REHAB,BLD 03,AMR,,367,806,B036700,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,6352899,9/1/2017 0:00,9/18/2017,9/20/2017,2,E18800731,N         ,374.98,Basic Water and Sewer,Yes,38,$374.98 ,$0.00 ,2027400027
HUNTS POINT AVENUE REHAB,BRONX,HUNTS POINT AVENUE REHAB,BLD 03,AMR,,367,806,B036700,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,6228571,9/1/2017 0:00,8/21/2017,9/18/2017,28,E18800731,N         ,4608.31,Basic Water and Sewer,Yes,467,"$4,608.31 ",$0.00 ,2027400027
HUNTS POINT AVENUE REHAB,BRONX,HUNTS POINT AVENUE REHAB,BLD 13,AMR,BLD 13,367,806,B036700,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,6219005,9/1/2017 0:00,8/21/2017,9/21/2017,31,I13009931,N         ,4480.03,Basic Water and Sewer,Yes,454,"$4,480.03 ",$0.00 ,2027610003
HOWARD AVENUE-PARK PLACE,BROOKLYN,HOWARD AVENUE-PARK PLACE,BLD 06,AMR,BLD 06,365,551,K036500,FEDERAL,NY005013510P,NEW YORK CITY WATER BOARD,6268080,9/1/2017 0:00,8/21/2017,9/21/2017,31,I15002043,N         ,3453.77,Basic Water and Sewer,Yes,350,"$3,453.77 ",$0.00 ,3014700015
HOWARD AVENUE-PARK PLACE,BROOKLYN,HOWARD AVENUE-PARK PLACE,BLD 07,AMR,BLD 07,365,551,K036500,FEDERAL,NY005013510P,NEW YORK CITY WATER BOARD,6268036,9/1/2017 0:00,8/21/2017,9/21/2017,31,I15002044,N         ,4055.71,Basic Water and Sewer,Yes,411,"$4,055.71 ",$0.00 ,3014710001
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 26,AMR,BLD 26,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,6228522,9/1/2017 0:00,8/21/2017,9/23/2017,33,E13010005,Y         ,5999.68,Basic Water and Sewer,Yes,608,"$5,999.68 ",$0.00 ,4121480100
HOWARD AVENUE-PARK PLACE,BROOKLYN,HOWARD AVENUE-PARK PLACE,BLD 02,AMR,BLD 02,365,551,K036500,FEDERAL,NY005013510P,NEW YORK CITY WATER BOARD,6216704,9/1/2017 0:00,8/21/2017,9/21/2017,31,E19234608,N         ,4805.67,Basic Water and Sewer,Yes,487,"$4,805.67 ",$0.00 ,3014700035
HOWARD AVENUE-PARK PLACE,BROOKLYN,HOWARD AVENUE-PARK PLACE,BLD 05,AMR,BLD 05,365,551,K036500,FEDERAL,NY005013510P,NEW YORK CITY WATER BOARD,6216475,9/1/2017 0:00,8/21/2017,9/21/2017,31,O78777952,N         ,3591.92,Basic Water and Sewer,Yes,364,"$3,591.92 ",$0.00 ,3014700011
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 19,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,6218821,9/1/2017 0:00,8/21/2017,9/21/2017,31,V31625179,N         ,1342.03,Basic Water and Sewer,Yes,136,"$1,342.03 ",$0.00 ,1020120006
UNION AVENUE-EAST 166TH STREET,BRONX,UNION AVENUE-EAST 166TH STREET,BLD 05,AMR,,356,768,B035600,FEDERAL,NY005013420P,NEW YORK CITY WATER BOARD,6216738,9/1/2017 0:00,8/21/2017,9/21/2017,31,E15875739,N         ,3374.82,Basic Water and Sewer,Yes,342,"$3,374.82 ",$0.00 ,2026800001
HOWARD AVENUE-PARK PLACE,BROOKLYN,HOWARD AVENUE-PARK PLACE,BLD 04,AMR,BLD 04,365,551,K036500,FEDERAL,NY005013510P,NEW YORK CITY WATER BOARD,6220334,9/1/2017 0:00,8/21/2017,9/21/2017,31,O78590128,N         ,3078.78,Basic Water and Sewer,Yes,312,"$3,078.78 ",$0.00 ,3014700059
SOTOMAYOR HOUSES,BRONX,SOTOMAYOR HOUSES,BLD 31 - Community Center,AMR,Community Center,67,222,B206700,FEDERAL,NY005010670P,NEW YORK CITY WATER BOARD,6228623,9/1/2017 0:00,8/21/2017,9/21/2017,31,V84009379,N         ,108.55,Basic Water and Sewer,Yes,11,$108.55 ,$0.00 ,2037250001
WASHINGTON HEIGHTS REHAB PHASE IV (C),MANHATTAN,WASHINGTON HEIGHTS REHAB PHASE IV (C),BLD 01,AMR,,330,788,M033000,FEDERAL,NY005013090P,NEW YORK CITY WATER BOARD,6222149,9/1/2017 0:00,8/25/2017,9/23/2017,29,K14834217,Y         ,167.75,Basic Water and Sewer,Yes,17,$167.75 ,$0.00 ,1021320106
HIGHBRIDGE REHABS (ANDERSON AVENUE),BRONX,HIGHBRIDGE REHABS (ANDERSON AVENUE),BLD 03,AMR,,370,808,B037000,FEDERAL,NY005015310P,NEW YORK CITY WATER BOARD,6219013,9/1/2017 0:00,8/21/2017,9/21/2017,31,E11310342,N         ,7361.45,Basic Water and Sewer,Yes,746,"$7,361.45 ",$0.00 ,2025140015
HARRISON AVENUE REHAB (GROUP B),BRONX,HARRISON AVENUE REHAB (GROUP B),BLD 01,AMR,,547,773,B054700,FEDERAL,NY005013410P,NEW YORK CITY WATER BOARD,6228615,9/1/2017 0:00,8/21/2017,9/21/2017,31,N84004359,N         ,5970.08,Basic Water and Sewer,Yes,605,"$5,970.08 ",$0.00 ,2028690077
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 14,AMR,BLD 14,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,6218655,9/1/2017 0:00,8/21/2017,9/21/2017,31,K16792339,N         ,5062.23,Basic Water and Sewer,Yes,513,"$5,062.23 ",$0.00 ,4101270001
HARRISON AVENUE REHAB (GROUP B),BRONX,HARRISON AVENUE REHAB (GROUP B),BLD 02,AMR,,547,773,B054700,FEDERAL,NY005013410P,NEW YORK CITY WATER BOARD,6222170,9/1/2017 0:00,8/20/2017,9/21/2017,32,V31693778,N         ,4647.78,Basic Water and Sewer,Yes,471,"$4,647.78 ",$0.00 ,2028690110
FRANKLIN AVENUE II CONVENTIONAL,BRONX,FRANKLIN AVENUE II CONVENTIONAL,BLD 05,AMR,BLD 05,531,482,B053100,FEDERAL,NY005015310P,NEW YORK CITY WATER BOARD,6218977,9/1/2017 0:00,8/21/2017,9/21/2017,31,K15849373,N         ,1085.47,Basic Water and Sewer,Yes,110,"$1,085.47 ",$0.00 ,2029350005
FRANKLIN AVENUE II CONVENTIONAL,BRONX,FRANKLIN AVENUE II CONVENTIONAL,BLD 06,AMR,BLD 06,531,482,B053100,FEDERAL,NY005015310P,NEW YORK CITY WATER BOARD,6218587,9/1/2017 0:00,8/21/2017,9/21/2017,31,K15834342,N         ,2664.33,Basic Water and Sewer,Yes,270,"$2,664.33 ",$0.00 ,2029350003
WASHINGTON HEIGHTS REHAB PHASE III,MANHATTAN,WASHINGTON HEIGHTS REHAB PHASE III,BLD 03,AMR,,523,756,M052300,FEDERAL,NY005013090P,NEW YORK CITY WATER BOARD,6216723,9/1/2017 0:00,8/21/2017,9/21/2017,31,I13005313,N         ,3059.05,Basic Water and Sewer,Yes,310,"$3,059.05 ",$0.00 ,1021110038
FRANKLIN AVENUE II CONVENTIONAL,BRONX,FRANKLIN AVENUE II CONVENTIONAL,BLD 04,AMR,BLD 04,531,482,B053100,FEDERAL,NY005015310P,NEW YORK CITY WATER BOARD,6220295,9/1/2017 0:00,8/21/2017,9/21/2017,31,K14204417,N         ,1756.49,Basic Water and Sewer,Yes,178,"$1,756.49 ",$0.00 ,2029350007
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 24,AMR,BLD 24,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,6218598,9/1/2017 0:00,8/21/2017,9/21/2017,31,E15210031,N         ,3049.18,Basic Water and Sewer,Yes,309,"$3,049.18 ",$0.00 ,4121480100
FORT WASHINGTON AVENUE REHAB,MANHATTAN,FORT WASHINGTON AVENUE REHAB,BLD 01,AMR,BLD 01 - STORE 1-2,309,341,M030900,FEDERAL,NY005013090P,NEW YORK CITY WATER BOARD,6218684,9/1/2017 0:00,8/21/2017,9/21/2017,31,K13203068,N         ,14930.13,Basic Water and Sewer,Yes,1513,"$14,930.13 ",$0.00 ,1021360235
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 35,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,6228656,9/1/2017 0:00,8/21/2017,9/21/2017,31,V31946013,N         ,5930.61,Basic Water and Sewer,Yes,601,"$5,930.61 ",$0.00 ,1020110001
UNION AVENUE-EAST 166TH STREET,BRONX,UNION AVENUE-EAST 166TH STREET,BLD 04,AMR,,356,768,B035600,FEDERAL,NY005013420P,NEW YORK CITY WATER BOARD,6218985,9/1/2017 0:00,8/21/2017,9/21/2017,31,E15896623,N         ,2447.24,Basic Water and Sewer,Yes,248,"$2,447.24 ",$0.00 ,2026800001
WASHINGTON HEIGHTS REHAB PHASE III,MANHATTAN,WASHINGTON HEIGHTS REHAB PHASE III,BLD 07,AMR,,523,756,M052300,FEDERAL,NY005013090P,NEW YORK CITY WATER BOARD,6220414,9/1/2017 0:00,8/21/2017,9/21/2017,31,K16838962,N         ,1470.32,Basic Water and Sewer,Yes,149,"$1,470.32 ",$0.00 ,1021210051
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 25,AMR,BLD 25,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,6218585,9/1/2017 0:00,8/21/2017,9/21/2017,31,O77670575,N         ,5407.61,Basic Water and Sewer,Yes,548,"$5,407.61 ",$0.00 ,4121480100
STERLING PLACE REHABS (STERLING-BUFFALO),BROOKLYN,STERLING PLACE REHABS (STERLING-BUFFALO),BLD 04,AMR,,368,837,K036800,FEDERAL,NY005013510P,NEW YORK CITY WATER BOARD,6225914,9/1/2017 0:00,6/30/2017,9/21/2017,83,N31655214,N         ,8831.77,Basic Water and Sewer,Yes,895,"$8,831.77 ",$0.00 ,3013800028
HOWARD AVENUE,BROOKLYN,HOWARD AVENUE,BLD 01,AMR,,339,782,K033900,FEDERAL,NY005013510P,NEW YORK CITY WATER BOARD,6268039,9/1/2017 0:00,8/21/2017,9/20/2017,30,I15001931,N         ,3029.45,Basic Water and Sewer,Yes,307,"$3,029.45 ",$0.00 ,3035120051
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 27,AMR,STORE 01-02,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,6232693,9/1/2017 0:00,8/21/2017,9/21/2017,31,V31847574,N         ,2220.28,Basic Water and Sewer,Yes,225,"$2,220.28 ",$0.00 ,1020110031
WASHINGTON HEIGHTS REHAB PHASE III,MANHATTAN,WASHINGTON HEIGHTS REHAB PHASE III,BLD 05,AMR,,523,756,M052300,FEDERAL,NY005013090P,NEW YORK CITY WATER BOARD,6216642,9/1/2017 0:00,8/21/2017,9/21/2017,31,I13005250,N         ,2723.54,Basic Water and Sewer,Yes,276,"$2,723.54 ",$0.00 ,1021110041
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 21,AMR,BLD 21,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,6228485,9/1/2017 0:00,8/21/2017,9/21/2017,31,K14040273,N         ,4578.71,Basic Water and Sewer,Yes,464,"$4,578.71 ",$0.00 ,4101480001
GOMPERS,MANHATTAN,GOMPERS,BLD 03 - Community Center,AMR,Community Center,100,237,M010000,FEDERAL,NY005011000P,NEW YORK CITY WATER BOARD,6220285,9/1/2017 0:00,8/21/2017,9/21/2017,31,E20437524,N         ,39.34,Basic Water and Sewer,Yes,0,$39.34 ,$0.00 ,1003380001
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 32,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,6218962,9/1/2017 0:00,8/21/2017,9/21/2017,31,G13023666,N         ,1134.81,Basic Water and Sewer,Yes,115,"$1,134.81 ",$0.00 ,1020110011
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 19,AMR,BLD 19,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,6218807,9/1/2017 0:00,8/21/2017,9/21/2017,31,E12292734,N         ,11496.1,Basic Water and Sewer,Yes,1165,"$11,496.10 ",$0.00 ,4101480001
STERLING PLACE REHABS (STERLING-BUFFALO),BROOKLYN,STERLING PLACE REHABS (STERLING-BUFFALO),BLD 03,AMR,,368,837,K036800,FEDERAL,NY005013510P,NEW YORK CITY WATER BOARD,6220441,9/1/2017 0:00,8/21/2017,9/21/2017,31,K17791618,N         ,3187.33,Basic Water and Sewer,Yes,323,"$3,187.33 ",$0.00 ,3013800025
STAPLETON,STATEN ISLAND,STAPLETON,BLD 07 - Community Center,NONE,Community Center,114,436,S211400,FEDERAL,NY005021140P,NEW YORK CITY WATER BOARD,6220291,9/1/2017 0:00,8/21/2017,9/21/2017,31,E16799118,N         ,69.08,Basic Water and Sewer,Yes,7,$69.08 ,$0.00 ,5005450100
VAN DYKE I,BROOKLYN,VAN DYKE I,BLD 24 - Community Center,AMR,Community Center,61,216,K206100,FEDERAL,NY005000610P,NEW YORK CITY WATER BOARD,6222277,9/1/2017 0:00,8/25/2017,9/23/2017,29,V84003679,Y         ,98.68,Basic Water and Sewer,Yes,10,$98.68 ,$0.00 ,3037770025
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 05,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,6218521,9/1/2017 0:00,8/21/2017,9/21/2017,31,V31665691,N         ,2753.14,Basic Water and Sewer,Yes,279,"$2,753.14 ",$0.00 ,1020130016
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 35,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,6138087,8/1/2017 0:00,7/23/2017,8/21/2017,29,V31946013,N         ,5604.97,Basic Water and Sewer,Yes,568,"$5,604.97 ",$0.00 ,1020110001
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 22,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,6142728,8/1/2017 0:00,7/23/2017,8/21/2017,29,V31665698,N         ,1588.73,Basic Water and Sewer,Yes,161,"$1,588.73 ",$0.00 ,1020120014
STERLING PLACE REHABS (SAINT JOHNS-STERLING),BROOKLYN,STERLING PLACE REHABS (SAINT JOHNS-STERLING),BLD 01,AMR,,366,801,K036600,FEDERAL,NY005013510P,NEW YORK CITY WATER BOARD,6137475,8/1/2017 0:00,7/23/2017,8/21/2017,29,I13013828,N         ,2072.26,Basic Water and Sewer,Yes,210,"$2,072.26 ",$0.00 ,3013790063
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 25,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,6140768,8/1/2017 0:00,7/23/2017,8/21/2017,29,V31665696,N         ,2259.75,Basic Water and Sewer,Yes,229,"$2,259.75 ",$0.00 ,1020120020
UNION AVENUE-EAST 166TH STREET,BRONX,UNION AVENUE-EAST 166TH STREET,BLD 04,AMR,,356,768,B035600,FEDERAL,NY005013420P,NEW YORK CITY WATER BOARD,6140904,8/1/2017 0:00,7/23/2017,8/21/2017,29,E15896623,N         ,2772.88,Basic Water and Sewer,Yes,281,"$2,772.88 ",$0.00 ,2026800001
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 27,AMR,BLD 27,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,6137860,8/1/2017 0:00,7/23/2017,8/21/2017,29,K16792341,N         ,5960.21,Basic Water and Sewer,Yes,604,"$5,960.21 ",$0.00 ,4121480100
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 20,AMR,BLD 20,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,6137300,8/1/2017 0:00,7/23/2017,8/21/2017,29,K16792337,N         ,3522.84,Basic Water and Sewer,Yes,357,"$3,522.84 ",$0.00 ,4101480001
HOWARD AVENUE-PARK PLACE,BROOKLYN,HOWARD AVENUE-PARK PLACE,BLD 06,AMR,BLD 06,365,551,K036500,FEDERAL,NY005013510P,NEW YORK CITY WATER BOARD,6137984,8/1/2017 0:00,7/23/2017,8/21/2017,29,I15002043,N         ,3522.84,Basic Water and Sewer,Yes,357,"$3,522.84 ",$0.00 ,3014700015
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 10,AMR,,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,NEW YORK CITY WATER BOARD,6137431,8/1/2017 0:00,7/23/2017,8/21/2017,29,E10052406,N         ,3374.82,Basic Water and Sewer,Yes,342,"$3,374.82 ",$0.00 ,1020150005
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 26,AMR,BLD 26,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,6142787,8/1/2017 0:00,7/23/2017,8/21/2017,29,E13010005,N         ,5979.95,Basic Water and Sewer,Yes,606,"$5,979.95 ",$0.00 ,4121480100
